CourseID,CourseName,Unit,ReviewNumber,AvgStar,Level,Description
414,Generative Adversarial Networks (GANs) Specialization,DeepLearning.AI,2114,4.7,Intermediate level,"Understand GAN components, build basic GANs using PyTorch and advanced DCGANs using convolutional layers, control your GAN and build conditional GAN
Compare generative models, use FID method to assess GAN fidelity and diversity, learn to detect bias in GAN, and implement StyleGAN techniques
Use GANs for data augmentation and privacy preservation, survey GANs applications, and examine and build Pix2Pix and CycleGAN for image translation
"
848,"Unsupervised Learning, Recommenders, Reinforcement Learning",DeepLearning.AI,2597,4.9,Beginner level,"Use unsupervised learning techniques for unsupervised learning: including clustering and anomaly detection
Build recommender systems with a collaborative filtering approach and a content-based deep learning method
Build a deep reinforcement learning model
"
59,Analyze Data to Answer Questions,Google,10386,4.6,Beginner level,"Discuss the importance of organizing your data before analysis by using sorts and filters.
Convert and format data.
Apply the use of functions and syntax to create SQL queries to combine data from multiple database tables.
Describe the use of functions to conduct basic calculations on data in spreadsheets.
"
613,Microsoft Azure Data Engineering Associate (DP-203) Professional Certificate,Microsoft,826,4.3,Intermediate level,
470,"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization",DeepLearning.AI,62856,4.9,Intermediate level,
812,TensorFlow: Advanced Techniques Specialization,DeepLearning.AI,1337,4.8,Intermediate level,"Understand the underlying basis of the Functional API and build exotic non-sequential model types, custom loss functions, and layers.
Learn optimization and how to use GradientTape & Autograph, optimize training in different environments with multiple processors and chip types.
Practice object detection, image segmentation, and visual interpretation of convolutions.
Explore generative deep learning, and how AIs can create new content, from Style Transfer through Auto Encoding and VAEs to GANs.
"
686,Preparing for Google Cloud Certification: Cloud Data Engineer Professional Certificate,Google Cloud,6898,4.6,Intermediate level,"Identify the purpose and value of the key Big Data and Machine Learning products in Google Cloud.
Employ BigQuery to carry out interactive data analysis.
Use Cloud SQL and Dataproc to migrate existing MySQL and Hadoop/Pig/Spark/Hive workloads to Google Cloud.
Choose between different data processing products on Google Cloud.
"
19,AI for Good Specialization,DeepLearning.AI,205,4.8,Beginner level,"Master a step-by-step framework for the development of AI projects.
Explore real-world case studies related to public health, climate change, and disaster management.
Analyze data and build AI models for projects focused on air quality, wind energy, biodiversity monitoring, and disaster management.
"
584,Machine Learning with Python,IBM,15351,4.7,Intermediate level,"Describe the various types of Machine Learning algorithms and when to use them  
Compare and contrast linear classification methods including multiclass prediction, support vector machines, and logistic regression  
Write Python code that implements various classification techniques including K-Nearest neighbors (KNN), decision trees, and regression trees 
Evaluate the results from simple linear, non-linear, and multiple regression on a data set using evaluation metrics   
"
226,"Data Engineering, Big Data, and Machine Learning on GCP Specialization",Google Cloud,12335,4.6,Intermediate level,
2,A Crash Course in Data Science,Johns Hopkins University,8139,4.5,Beginner level,"Describe Data Science’s role in various contexts
Understand how Statistics and Machine Learning affect Data Science
Use the key terms used by data scientist
Predict whether a Data Science project will be successful
"
412,Generative AI: Introduction and Applications,IBM,364,4.6,Beginner level,"Describe generative AI and distinguish it from discriminative AI.
Describe the capabilities of generative AI and its use cases in the real world.
Identify the applications of generative AI in different sectors and industries.
Explore common generative AI models and tools for text, code, image, audio, and video generation.
"
768,Share Data Through the Art of Visualization,Google,8353,4.6,Beginner level,"Describe the use of data visualizations to talk about data and the results of data analysis.
Identify Tableau as a data visualization tool and understand its uses.
Explain what data driven stories are including reference to their importance and their attributes.
Explain principles and practices associated with effective presentations.
"
684,Preparing Data for Analysis with Microsoft Excel,Microsoft,1621,4.7,Beginner level,
510,Introduction to Machine Learning in Production,DeepLearning.AI,2818,4.8,Advanced level,"Identify the key components of the ML lifecycle and pipeline and compare the ML modeling iterative cycle with the ML product deployment cycle.
Understand how performance on a small set of disproportionately important examples may be more crucial than performance on the majority of examples.
Solve problems for structured, unstructured, small, and big data. Understand why label consistency is essential and how you can improve it.
"
417,Geographic Information Systems (GIS) Specialization,"University of California, Davis",5784,4.8,Beginner level,"Create and work with raster data.
Develop and analyze data for the geospatial analysis project.
Develop a large processing workflow in ModelBuilder.
Interpret and explain the results you obtained in comparison to your original GIS question and/or hypothesis.
"
175,Convolutional Neural Networks,DeepLearning.AI,42059,4.9,Intermediate level,
762,Sequence Models,DeepLearning.AI,29881,4.8,Intermediate level,
439,Google Data Analytics Capstone: Complete a Case Study,Google,13880,4.8,Beginner level,"Differentiate between a capstone project, case study, and a portfolio.
Identify the key features and attributes of a completed case study.
Apply the practices and procedures associated with the data analysis process to a given set of data.
Discuss the use of case studies/portfolios when communicating with recruiters and potential employers.
"
